,p_sgEGR1_3,p_sgEGR1_2,p_sgEGR1_4,p_sgCREB1_2,p_sgNR2C2_2,p_sgNR2C2_3,p_sgNR2C2_5,p_sgCREB1_4,p_sgCREB1_5,p_sgYY1_3,p_sgGABPA_1,p_sgIRF1_2,p_sgIRF1_3,p_sgELK1_7,p_sgELK1_6,p_sgELF1_2,p_sgYY1_10,p_sgELF1_1,p_sgETS1_5,p_sgETS1_3,p_sgGABPA_9,p_sgELF1_4,p_sgELF1_5,p_sgELK1_1,p_sgE2F4_6,p_sgE2F4_7
SETD1A,0,0.014811621,0,-0.004219313,0,0,0,0.006804816,0,0,0.007996449,-0.009008414,0,0,-0.010274039,0.005687781,0.021397311,-0.007074009,0.00842729,0.01537632,0,0,0,0.017600316,-0.000364081,-0.006141528
HSD3B7,0.014859673,0,-0.0580954,0,0.054635301,-0.020680414,0,0.014928056,0.004626614,0,0.001060369,-0.012856617,-0.018116874,0.001733957,-0.019216476,0.039187557,-0.01014087,-0.005847811,0,0.030782085,0,-0.014871417,-0.026399566,0.008897804,0.01615975,0.003405506
AC135048.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX4,0,-0.022085132,0.013597882,-0.024858502,0.012625543,0.067835487,0,0,0.02324451,-0.002020916,-0.00949341,0,0.035871477,0,0.02313567,-0.009701938,0,-0.029353275,-0.006691409,0,0,0,-0.010884258,0.009453052,0,0.035404643
RP11-196G11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF668,0,0,-0.009056075,0,0,0,0.000462296,0.010783813,-0.00256785,0,0,0,0,-0.001781986,0,0,0.005594267,0,-0.003484878,-0.005113936,0.007569099,0,0,-0.001056615,0,0
ZNF668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC135050.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF646,0,0,0.00954637,0,0,-0.00087471,0.008851076,-0.006672337,0,0,0,0,0.000650339,0,0,-0.008900795,0,0,0,0,0,-0.004491283,0.002148736,-0.008674062,-0.006753011,0
PRSS53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VKORC1,0.009077315,0,-0.015091675,-0.002393695,-0.031328388,0.017271009,0.018655954,0,0,-0.045966499,0.016314813,0.016217731,0,-0.011017214,0,0.033958485,-0.02502834,0,0.025810725,0.033034302,-0.074367589,-0.006567868,0,0.004270626,-0.036441011,-0.011275344
BCKDK,0.010270314,0.007030949,0.035933803,0.012916564,-0.002485475,0,0,0,-0.013275024,0.021899953,-0.022729221,0,-0.001983902,-0.016536459,0.00707414,0,0,0.007358117,0,0,-0.01835387,0,0.009494652,0,0.022290893,-0.027171828
KAT8,-0.007799975,-0.031308649,0.013592598,0.00284003,0.013994737,-0.002183268,-0.001229513,0.017721848,0,0,0,0,0,-0.00761951,0,0.025669215,0,0,0,-0.011272732,-0.008344564,0.003397584,-0.0347729,0,0,-0.008789988
RP11-388M20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS8,0,0,0,0,0,0,0,0,0,-0.009286224,-0.001230524,0,0,0,0,0,-0.014226984,0,0,0,0.010512513,0,-0.003945008,-3.49E-05,0,0.001666758
PRSS36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUS,-0.007280013,0.018770602,-0.002731813,-0.000955366,-0.056571672,0.010204845,-0.002020238,-0.044632501,0,0.093074346,0,0.041652154,0,0.009803712,-0.011239785,0.014471745,0.079651655,-0.021170721,0,0.004301076,-0.019694565,-0.031700763,-0.014360658,0,0,0
RP11-388M20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-388M20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYCARD,0,-0.025017916,0,-0.001779789,0,0,0.0130792,-0.02314366,-0.001796514,0,0,0,-0.010387241,0,0.005170873,0,0,-0.000147145,-0.013289524,0,0,-0.013056532,0.001203546,0,0.006696331,0.001183597
C16orf98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-452L6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002331775,0,0,0,0,0,0,0,0,0,0,0
RP11-452L6.5,0.001332463,0,0,0.001038035,0.009682561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526389,0,0,0.009682566,0,0,0,0
ARMC5,0,5.54E-05,0,0,0,-0.000393282,0.011735248,0.019219371,0,-0.000898787,-0.003655898,0,-0.003749116,0,0.002837995,0.005553171,0,0.000794463,0,0.020108975,-0.006732575,0,0,0.00309294,0,0
TGFB1I1,0,0,0,0,0,0,0,0,0.003627991,0,0,0,0,0,0,-0.002092083,0,0,0,0,0,0,0,0,0,0
SLC5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026471.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf58,0,0.004531671,-0.009872674,0,0,0,0,-0.012586881,0.024209397,0.019819214,0,0,0,0,0.012722382,0,0,0,0,-0.005170798,0,0,0.004294963,-0.000626377,-0.001946252,0
RP11-452L6.7,0,0,0,0,0,0,0.005697064,0,0,0,0,0.001074187,0,0,0,-0.000646047,0,0,0,0,0,0,0,0,0,0.001449477
AHSP,-0.013507437,0.034211182,0.038539767,0.024221288,0,0,-6.98E-05,-0.020368296,0.043514885,0,0.027298936,0,-0.012161703,0,0.05016504,0.016380436,0,0.034000024,0.012958059,0,0,-0.036257229,-0.016799782,0,-0.018979355,0.00363018
CTD-2358C21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF720,-0.022367294,-0.013222296,0,0.03079496,0.007343983,0,0.009579554,0,0,-0.013186479,0.029018228,0.009528405,0,0,0.015137739,-0.000197048,-0.005430264,-0.007418475,0.019819647,0,0.003340291,-0.054444045,0,-0.039027765,-0.003717463,0.004968241
ZNF267,0,0.002680142,0,-0.018203343,-0.009795206,0,0,0,0,0,0.000212785,0,-0.002771599,0,-0.003679002,0.006713473,0,0.004211881,0.004723317,-0.002277654,0,-0.027423546,0,0,0.01511968,0.001244356
TP53TG3D,0.000183942,0,0,0.002113532,0,0.002303347,0,0,-0.003256604,0,0,0,0,0,-0.006378779,0,-0.01307846,0,0,0.004464343,-0.009321459,0,0.005028188,0,0,0
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-67H24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-19N8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-23E10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-23E10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-488I20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-80F22.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHCBP1,0.009925893,-0.011433878,0.005391115,0,-0.015325018,-0.021119508,0.031241907,0,0.032356539,-0.00213948,0,-0.001516211,0.009393469,-0.007153869,0,0,-0.011610949,0.005203411,-0.016794172,0,0.012304802,0.003894307,0,0,0.040801466,0.02017083
RP11-46D6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS35,0,0.02968085,-0.012547718,0.010730466,-0.024816802,-0.038274194,-0.009413021,0,-0.037645222,0.030330829,0.002189368,0.006800378,0,0,0.00523675,0,0.064991361,0,0.013404975,-0.037268744,0.024016423,0.030207854,0.012349691,-0.021683945,-0.013135815,-0.049741417
ORC6,0.00885216,-0.010137848,0,0,0.029073131,0.021071481,0.009822669,0.003707862,0,0.097336819,-0.003209749,0,0,-0.00711971,-0.022106437,-0.003286761,0.079650786,0,-0.028334405,0,-0.005990576,0.004644225,0,-0.007180408,0.051934531,0.047665627
RP11-480G7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLK3,0,0,0,-0.000235429,0,0,0,0.004236398,0,0,0.000250908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf87,0,-0.019372277,0,0,0,0,0.012770363,-0.02691925,0.011833886,-0.010462139,-0.017438784,0.031907225,-0.003469499,0.020726986,0.015590032,0,-0.003911726,0,0.021386316,0.011581797,-0.003156615,0,0.021095261,0.018289169,-0.010054835,0
GPT2,0,-0.021864972,-0.003718642,0,0.008360342,0,-0.012168913,0.04074597,-0.006392448,0,0.001770557,-0.020465977,-0.001137865,0,0,0.003772607,0.020689741,0,-0.000529913,0,0,0,0,0,0.013551844,0
DNAJA2,0,0,0,0.00152659,0,-0.024844313,-0.038729476,0.015055644,0.093711677,0.041728662,0.024608761,0.005776538,-0.008989704,-0.027722499,-0.014264437,0,0,0,-0.022528631,-0.043680234,0.032294626,0,0.008278261,0,-0.050603802,0
RP11-169E6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-169E6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETO2,-0.014914038,0,0.015529437,-0.008207474,0,0,0.005151435,-0.005495325,0.000974703,0,-0.005272118,-0.009738634,0,0,0,-0.006587602,0.002876283,0,0.018105101,7.82E-05,0,0,0.00807272,0,0.000657136,0.001790389
RP11-329J18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITFG1,-0.033239123,0.003448568,-0.013443092,0.008520321,-0.005975579,-0.011355682,0,0.006678774,0.026175296,-0.002315185,-0.035711022,0.003165547,-0.035379015,0,-0.008620368,0.02063623,0,0,0.002956211,0,0.018344289,0.006627,0,0,0.020517587,-0.003249591
RP11-329J18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-474B12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHKB,0.000799719,-0.020125263,0,-0.036998143,-0.036675403,-0.004795117,0,-0.02071539,0,-0.033709695,-0.023784044,0,0.024475491,-0.013739551,0.026807156,-0.015374062,-0.043857374,0.003289191,0.014197586,0,-0.031679954,0.019474095,0.028330871,0.023352998,-0.058312526,0.002251009
ABCC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONP2,0.012756723,0,0.020006965,0.00411855,-0.014715403,-0.013418323,0,-0.028501732,-0.004255653,-0.00565327,0.012209672,-0.006632434,0.002740308,0,-0.000939249,-0.011916693,0.00065622,0.011989436,0.012971692,0.002439338,-0.015892752,0.008157379,-0.000314513,0.007219022,-0.036954091,0.025030999
SIAH1,0,0.015424117,-0.004717777,0,0,-0.007879563,-0.001705302,0,0,0,0.005655608,-0.005253804,0.011290947,-0.007042466,0.013688881,0.007220696,-0.00719421,0.026217867,0.009176529,0,0,-0.00255921,0,0.001366508,-0.026087478,0
N4BP1,0.009858936,0.001009955,0,0,0,-0.00721559,0,0.001210987,0,-0.003665797,-0.002507464,-0.011191281,0,0,0,0.001658926,-0.00399781,0.005287902,0,0.004493833,-0.001565947,0,0.015377705,-0.008140755,0,-0.009511708
RP11-42I10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-527H23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-491F9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-305A4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNEP1R1,0,-0.001177149,0,0,0,0,-0.007487104,0,0,-0.003899871,0.010735507,0,0,0,0,0,0.000646063,0.003844556,0,0,0.01140652,0,0,0,0,0
RP11-429P3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR3,0.00290805,0,-0.001645266,0,0,0,0,-0.001432441,-0.012036319,0.002541664,-0.007327911,0,0,0,0,-0.004942755,0,0.012644976,0,0,-0.016714285,0,0,0,0.001185139,0
PAPD5,0,0.025573517,0,0,0,0,0,0,0,-0.013553349,0,0,0.002036667,0.007100632,0,0,0.016022657,0,0.008340974,0,-0.000821138,-0.005575088,0.003039007,-0.014516395,0,0
ADCY7,0.00212118,0,0.001649127,0,0,0,0.011437032,-0.007436935,0.020631232,-0.009087146,0,-0.018537091,0,-0.00334151,-0.000832317,0.009451437,0,-0.01309055,0.001818468,0.026569927,-0.009076982,0,0,-0.004492726,0.003289097,-0.029193451
BRD7,0.014831226,0,-0.003164148,0.015812204,0,0,0.003593063,0.015182965,-0.013572559,-0.027724361,0.011286427,-0.016235976,0,-0.017956771,0.00106299,0,0.033981855,0.013045522,0,0,0.018547143,0.003434758,-0.000418421,-0.020766609,-0.020940512,0
RP11-21B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-21B23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-401P9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYLD,0,-0.01171278,0.012476907,-0.002906154,0,0.010678342,0.000527186,0,0.002188756,0,-0.000464514,0,-0.002352539,0,0.000550092,-0.005085619,0,0,0,-0.003975536,0,0.000646907,-0.012398352,-0.006129809,0,0
AC009166.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467J12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD9,0.017229395,-0.021166265,0.017872965,0.012830855,0,-0.037746797,0,0.001402006,-0.029855071,-0.071732082,-0.006515909,0.042923923,0,0,0.006595733,0,-0.083133629,-0.018256473,0.029701483,-0.001874271,0.020993851,0.004562651,-0.014716783,0,0,-0.047015781
RBL2,-0.010196312,-0.003047862,0.005676424,0.004893677,0,0,0,-0.001015147,0,0.022177204,0.0107334,0.001524377,0,-0.00149685,0.006253514,-0.009832758,-0.030085516,-0.011747537,0,0,0.033688917,0,-0.006734028,0,0,0
AKTIP,0.000876974,-0.004205839,0,0,0,-0.00157705,0,0,0,0,0.002063254,0,0,0,6.43E-06,-0.001140128,-0.000132788,0,0,0,-0.000466238,0,0,0,0,0.006007065
RPGRIP1L,0.004160141,0,0.006579864,0.007458722,0,0,-0.007914229,0.003916009,0,0.021330735,0,-0.003955713,-0.00161165,0,0,0,0.013993901,0.003859028,0,0,0,0.009901002,0,0,0.025332221,0
FTO,0,0,0,0.002278261,0,0,-0.001269911,0.004737664,0.009124704,-0.000865159,-0.007200179,0.009755398,0,0,0,0,0,0,0,0,0.004647785,0,0,0,0,0.00080324
RP11-357N13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-357N13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1136G4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNDE,-0.041086684,0.005509105,0.00817941,0.013184369,-0.027484247,0.009123025,-0.04877275,-0.007052122,0,0.00463617,-0.033491752,-0.025665474,0.009472926,0.015217808,0.02113888,-0.003872094,-0.007087584,0.000757634,0.021866916,-0.026389672,0.104683626,0,0,-0.020552327,-0.019861984,-0.011773396
IRX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968325
CTD-3032H12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPCAT2,0,0,0,0.004142252,0,0,0,0,0,0,0,0,0.002065545,0,0,-0.005850139,0.000165637,0,0.000709984,0,0,-0.003042048,0,0,-0.003807608,0
RP11-212I21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPNS2,0,0,0,0,0,0,0,0,0,0,0.001323754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CES5A,0,0,0,0.002313238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-461O7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNAO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMFR,-0.015484881,0,0.001522443,0.006029012,0,0.02320406,-0.01985591,0,-0.001774765,0,-0.026834105,0,0,0,-0.011032819,-0.004526338,-0.058682787,0.034460926,0.006424721,0.00096104,-0.008613383,0,0.017221718,-0.00449605,0,0.012768026
RP11-413H22.2,0,0,0,0.003551469,0,0,0,0,0,0.000969249,0,0,0,-0.002531052,0.003722951,0.004660967,0,0,0,0,0,0,0,0,0,0
NUDT21,0.007977366,0,0.029065724,-0.013820739,-0.032067752,0,0,0.007916906,0,-0.023058463,0,0.039597495,-0.108286121,0.024116078,0.007033368,-0.015309957,-0.11054301,0,-2.53E-05,0.003575037,-0.066553047,0,-0.010511269,0.020365265,-0.016213377,0.048998208
OGFOD1,-0.005724089,-0.000601676,0,-0.011232854,0,0,0.006037935,-0.016838264,0,-0.019434493,-0.01257424,0,0,0,0.008227047,0.014699742,0.015642544,-0.016164148,0,0,-0.007778344,0.028873743,0,0.004719914,0,0.010502405
BBS2,0,0,0,-0.000504804,0,0,0,0,0,0,0,0.006322448,-0.001813209,0.006031276,-0.000600791,0.000180848,0,0,0,0,0,0,0,0,0,0.000715764
MT2A,0,-0.00089565,0,0,0,0,0.005327251,0,-0.002344358,0.015776789,0,-0.005012129,0.000788345,-0.000271949,0,0,0.017180018,0.01465572,0,0,0,0,-0.002539565,0.004630744,0,0
MT1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1X,-0.027784302,0,0,0,0,0.006978547,0.012783884,-0.00249551,0,0.015806032,-0.008585864,0.013413538,0,0,0.008117929,0,-0.004849023,0.018818663,-0.004589176,0.013330819,0.005181134,-0.034010894,0,0.000437618,0,-0.004009887
RP11-343H19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP93,-0.026762301,0.023069945,0.013054687,0.018862518,0.002888871,0.001094197,0.014307967,0.000725875,0,-0.005037089,-0.020742336,0,0,0,0.009224596,-0.000479677,0.03539057,-0.015091701,0.001175488,0.011096521,0,-0.003320502,-0.005148791,0,-0.008748579,-0.00032153
SLC12A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERPUD1,0.028522974,-0.025411002,0.011892012,0.000843298,0,0,0,0.01773017,-0.012069365,-0.002285193,-0.010965449,0.001304919,0,0.012495502,-0.00521036,0.018579227,-0.00624074,-0.006226521,0.016225346,-0.023053049,0.001040038,-0.031899787,0.011998989,0.015278651,-0.044078188,0
CETP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-322D14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE2,0,0,0,0,0,0,0,0,0,0.004343747,0,0,0,0,0.007038734,-0.001902433,0.000213286,0.000578281,0,0,0.008362709,0,0,0,0,0
FAM192A,0.008911343,0.008196507,0,0.004456917,0,0,0,0.001341728,-0.008754771,-0.005768178,0,0.000180002,-0.002873758,0.019605597,0,0.011851419,-0.020796159,-0.032323072,0.034110046,0,0,-0.034148948,-0.014121269,-0.002753507,0.007122743,-0.031339695
RSPRY1,0,0.021354719,0,-0.015424648,0.048853855,0,0,0.007007776,-0.014864369,0,-0.015389885,0,-0.002435518,-0.023807777,-0.006754201,0.000206205,-0.020675603,0.007181342,0,0,0,0,0,0,0,0.000312633
ARL2BP,-0.015707857,0.002108935,0.011493218,0.040939887,0,0.015141107,0,-0.01412775,-0.009797744,0,0,0,0.016253268,0,-0.02262379,0.006871886,0.022319015,-0.00125689,0,0.013875344,0.007750469,-0.007934343,-0.029057071,-0.008957892,0.006676802,0
RP11-407G23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIAPIN1,0.028361688,0.024421154,0.010806385,-0.054834992,0,0,-0.014331694,-0.019903617,-0.012114394,0,0.005287167,0.034440893,-0.025191933,0,0.02843437,0,0.02303071,0,0.041623707,-0.006102373,0,0.054600835,-0.01057207,-0.055532079,-0.001852894,0
COQ9,0,-0.015369981,-0.014495811,0.006419133,0,0.005067378,0.044040124,-0.024289985,0.012698895,0,0,0.009966964,0.00251069,-0.004582977,0,0.015577872,-0.043607524,0,-0.016929537,0,-0.020717133,0,-0.023504605,0.002272196,-0.014364007,0
POLR2C,0.000204425,0,-0.016123224,0,-0.021706371,0,0.010111399,0.000967081,0,0.016243459,-0.014665226,0.015232509,0,0.019276811,0,0,0.042101581,-0.031377172,-0.013858575,0.002597896,0.014310477,0,0.005830079,-0.001097894,0.024601353,-0.032402069
DOK4,0,0,0,0,0,0,0,0,0,0,0,0,0.001816442,0,0.005235824,-0.001030562,0,0,0,0,0,0,0,0,0,0
CCDC102A,0,0,0,0,0,0,-0.002306867,0,0,0,0,0,0,0,0.005402228,0,0,0,0,0,0,0.00382922,0,0,0,-0.001487517
GPR114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-405F3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATNB1,0,0,0.02253266,0,0,0,0.010580361,-0.026141207,0.002508831,0.010360859,0,0.006401201,-0.028102383,0.005844087,-0.002950373,0,-0.023564965,0,-0.012921091,0,0.024296018,0,-0.006659745,0,-0.004999998,-0.012160232
KIFC3,-0.055749461,0.038334236,-0.031653177,0,0,0.010134686,0.014480821,0.016647521,0,0.038176348,0,-0.032386005,-0.014221211,0.006482317,-0.009567854,-0.001967462,-0.006316163,0.010849127,0,0.018237263,-0.015140069,-0.062052302,0.006947505,-0.015982822,0.002661991,-0.018671464
CTD-2600O9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEPP,0,-0.000952667,0,0,0,0,0,0.005938813,0,0.00794599,0,0,0,0,0,0.000470673,-0.000801625,0,0,0,0,0,0,0,0,0
ZNF319,0,0,0,0,0,0,0,0,0,0,0,0.001749365,0,0,0,0,0,0,0,0,-0.000172022,0,0,0,0,0
USB1,-0.004896585,0.014665631,0,-0.006441606,0,0.035309336,0.013152483,-0.006942246,0.032610958,-9.73E-05,0.005124859,0,-0.003388095,0,0.000106402,0,-0.017644123,-0.039305221,0.004009956,0.009608445,0.021296415,0,0.008306162,-0.005715748,0.028325576,0
MMP15,0,0.009050155,-0.004087828,-0.003849956,0,0,0,0,0,0,-0.01061086,-0.008633321,0.006721826,0.00137033,0.004335143,0,0,-0.002975722,0.001969592,0.010400874,0,0,0,0,0.023852054,0
CFAP20,0.013162281,-0.002809863,0,-0.001087252,0,0,0.033825529,-0.038526732,0.000824433,0.052764768,-0.004425709,0.017892586,0,0,0,0.010909338,0.03581155,0.024772423,-0.018868066,-0.029572306,-0.001322138,0.008719494,-0.008692391,0,0,0
RP11-459F6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK2A2,-0.03251164,0.026577103,-0.041555939,0,0.011606701,0.037484189,-0.015575351,0,-0.043304789,0.003514536,0.013528661,0.019338974,0.013135822,-0.00806323,0,-0.009795364,-0.032218665,-0.002188997,-0.00011141,0.015355363,0,0.033560194,0.015898595,0,-0.029577632,0
CCDC113,0,0,0,-0.003034124,0,0,0.004222156,0,-0.000146679,0,-0.001183811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023335011,0
PRSS54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINS3,0.004504464,-0.003068967,0.011393064,0,0,0,0,0,0,-0.002019534,0,0,0,0,0,0,0,0,0.00412951,0,-0.015680944,0,0,-0.018322922,0,0
